ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
283,180000.0,2,3,2,30,0,0,0,0,0,0,163935.0,153152.0,147032.0,122196.0,103692.0,70204.0,7722.0,6091.0,3563.0,3605.0,3000.0,3211.0,0
291,280000.0,1,1,2,33,-1,-1,-1,-1,-1,-1,898.0,898.0,325.0,898.0,325.0,-339603.0,898.0,325.0,898.0,325.0,0.0,345293.0,1
307,500000.0,2,2,1,36,-1,-1,-1,-1,-1,-1,10483.0,23956.0,0.0,8500.0,4590.0,0.0,23962.0,0.0,8500.0,4590.0,0.0,0.0,0
315,100000.0,1,1,2,27,0,0,0,0,0,0,55734.0,52557.0,33415.0,28776.0,17580.0,6441.0,1631.0,1286.0,200.0,645.0,909.0,200.0,0
329,340000.0,1,2,1,55,-2,-1,-1,-2,-2,-2,50396.0,44665.0,8300.0,2190.0,24599.0,7416.0,44665.0,8321.0,2190.0,24599.0,7416.0,77195.0,0
331,200000.0,2,2,1,37,1,-1,2,-1,-1,-1,-179.0,505.0,189.0,6773.0,23209.0,16893.0,1000.0,0.0,6900.0,24000.0,17000.0,2500.0,1
340,120000.0,2,1,2,34,-1,-1,0,-1,-1,-1,882.0,6531.0,6313.0,1100.0,1330.0,830.0,6900.0,5037.0,1100.0,1330.0,3800.0,2037.0,0
341,240000.0,2,2,2,30,-2,-2,-2,-2,-2,-2,92.0,92.0,92.0,0.0,92.0,0.0,92.0,92.0,0.0,92.0,0.0,1883.0,0
344,180000.0,1,1,1,39,0,0,-1,0,0,-1,274731.0,281713.0,242063.0,122295.0,-1005.0,1005.0,11000.0,145000.0,26000.0,0.0,101005.0,1898.0,0
347,100000.0,2,2,2,26,-1,-1,-1,0,0,0,1370.0,4192.0,4159.0,3542.0,1980.0,3980.0,4210.0,4159.0,1000.0,1080.0,2000.0,1525.0,0
353,380000.0,1,1,2,30,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
362,320000.0,2,2,2,30,0,0,0,0,0,0,71305.0,71151.0,72029.0,72849.0,74374.0,74610.0,2589.0,2568.0,2570.0,2661.0,2781.0,2500.0,0
374,30000.0,1,3,3,54,0,0,0,0,0,0,22987.0,22298.0,22352.0,23221.0,24339.0,25943.0,2500.0,2000.0,1500.0,4000.0,2000.0,0.0,0
379,210000.0,1,1,2,30,0,0,0,0,0,0,69937.0,71906.0,43308.0,44584.0,47842.0,49888.0,3500.0,3000.0,2000.0,4000.0,3000.0,10000.0,0
384,170000.0,2,2,2,28,-1,0,0,2,0,0,2948.0,3848.0,5646.0,5464.0,5577.0,5889.0,1105.0,1903.0,0.0,296.0,500.0,95.0,1
388,80000.0,1,3,1,73,-1,0,0,2,2,2,63144.0,65631.0,68875.0,70646.0,72870.0,75018.0,3500.0,4330.0,3500.0,3500.0,3500.0,5100.0,1
389,150000.0,1,2,1,43,0,0,0,0,0,0,153249.0,154049.0,156523.0,159653.0,162866.0,157759.0,7900.0,6500.0,5700.0,5700.0,5700.0,5334.0,0
395,360000.0,1,1,1,51,-1,-1,-1,-2,-2,-2,38000.0,25000.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0
401,240000.0,1,1,2,29,0,0,0,0,0,-1,156362.0,132280.0,99174.0,65372.0,28797.0,184922.0,5233.0,3289.0,2072.0,3018.0,184922.0,6100.0,0
406,200000.0,1,1,1,52,-2,-2,-2,-2,-2,-2,3858.0,2690.0,3410.0,0.0,0.0,82150.0,2690.0,3487.0,0.0,0.0,85900.0,396.0,0
411,60000.0,2,1,2,23,1,2,2,2,2,2,29332.0,28577.0,30805.0,31601.0,32349.0,32965.0,0.0,2709.0,1600.0,1400.0,1300.0,1200.0,1
414,230000.0,2,2,2,27,1,2,0,0,0,0,13668.0,12647.0,13135.0,10596.0,9218.0,5068.0,0.0,1064.0,423.0,313.0,1000.0,4641.0,1
419,50000.0,1,2,1,48,0,0,0,0,0,0,44338.0,43048.0,35639.0,18753.0,19091.0,19548.0,3629.0,3332.0,2000.0,2000.0,2000.0,2500.0,0
431,90000.0,2,2,2,25,0,0,0,0,0,0,91894.0,71732.0,73241.0,74424.0,76070.0,77648.0,3200.0,3300.0,3000.0,3001.0,3000.0,3100.0,0
434,580000.0,2,1,1,36,0,0,0,0,0,0,159760.0,162189.0,166127.0,169365.0,168755.0,167964.0,6422.0,6565.0,5951.0,6006.0,5894.0,5946.0,0
439,50000.0,2,1,1,25,0,0,0,0,0,0,51044.0,50231.0,46677.0,44982.0,21399.0,20859.0,2500.0,3008.0,1000.0,761.0,800.0,704.0,0
446,220000.0,1,2,2,34,0,0,0,0,0,0,37304.0,33304.0,29254.0,24875.0,20329.0,15602.0,1600.0,1500.0,1100.0,1000.0,600.0,500.0,0
448,180000.0,2,1,1,53,-1,-1,-1,0,0,-1,46122.0,1260.0,29366.0,5400.0,0.0,1599.0,1260.0,29366.0,54.0,0.0,1599.0,0.0,0
455,80000.0,1,2,2,42,0,0,0,0,0,0,78129.0,28202.0,78553.0,49340.0,48919.0,48443.0,2500.0,51432.0,1800.0,1800.0,1800.0,1700.0,0
461,180000.0,2,2,1,38,0,0,0,0,0,0,152510.0,151651.0,159019.0,123022.0,126075.0,126219.0,5657.0,10372.0,5000.0,5000.0,5000.0,5000.0,0
465,170000.0,2,3,3,56,1,-2,-1,-1,-2,-1,0.0,0.0,1991.0,0.0,0.0,150.0,0.0,1991.0,0.0,0.0,150.0,614.0,0
466,230000.0,1,1,1,59,-1,0,0,0,0,0,208459.0,206331.0,203813.0,201331.0,198999.0,191671.0,7536.0,7277.0,7100.0,7120.0,6844.0,6945.0,1
474,60000.0,1,3,1,38,1,2,2,0,0,2,29295.0,30321.0,31018.0,32193.0,34213.0,35002.0,1800.0,1500.0,2000.0,2700.0,1500.0,0.0,0
476,60000.0,2,2,2,29,0,0,0,0,0,0,27199.0,28358.0,28937.0,29614.0,30391.0,23159.0,1900.0,1400.0,1000.0,1100.0,1000.0,420.0,0
482,140000.0,1,2,2,26,0,0,2,2,2,2,131367.0,146193.0,140202.0,144035.0,140419.0,130271.0,17000.0,0.0,11400.0,550.0,5300.0,5400.0,1
486,190000.0,1,2,1,31,0,0,0,0,0,0,177554.0,180633.0,172914.0,130139.0,115494.0,117465.0,7600.0,6303.0,4137.0,3502.0,4027.0,3517.0,0
488,320000.0,1,2,1,39,0,0,0,0,0,0,93768.0,91523.0,91579.0,91193.0,92837.0,95323.0,3317.0,3506.0,4218.0,5000.0,6080.0,938.0,0
493,260000.0,1,2,2,30,0,0,0,2,0,0,98560.0,100980.0,222102.0,108724.0,68500.0,69174.0,4000.0,11900.0,207.0,2003.0,2003.0,2003.0,0
494,170000.0,2,2,2,28,0,0,-1,-1,-2,-2,28304.0,17616.0,308.0,0.0,0.0,0.0,4000.0,308.0,0.0,0.0,0.0,0.0,0
495,80000.0,2,1,1,28,0,0,0,0,0,0,8574.0,9434.0,10038.0,10040.0,10400.0,10490.0,1203.0,1047.0,248.0,408.0,294.0,276.0,1
499,250000.0,2,1,1,49,-1,-1,-2,-1,-1,-1,66.0,0.0,0.0,120.0,-6.0,1639.0,0.0,0.0,120.0,6.0,1645.0,0.0,0
523,360000.0,1,1,2,28,-1,-1,-1,0,0,-1,1210.0,820.0,64644.0,125984.0,106584.0,125557.0,390.0,75720.0,62520.0,17000.0,132200.0,167000.0,1
525,210000.0,2,1,2,32,0,0,0,0,0,0,67374.0,69489.0,70937.0,71761.0,73505.0,74827.0,3200.0,3200.0,2600.0,2900.0,2700.0,3000.0,0
535,50000.0,1,1,2,26,-2,-2,-2,-2,-2,-2,2411.0,3059.0,2333.0,1800.0,1620.0,0.0,3068.0,2440.0,1807.0,2204.0,0.0,0.0,0
539,50000.0,2,1,2,52,0,0,0,-2,-1,-1,3257.0,4166.0,0.0,0.0,318.0,0.0,1000.0,0.0,0.0,318.0,0.0,0.0,0
541,200000.0,2,1,2,38,-1,-1,-2,-2,-1,-1,399.0,0.0,0.0,0.0,218.0,270.0,0.0,0.0,0.0,218.0,270.0,317.0,0
561,270000.0,1,1,2,34,-1,-1,0,-1,-1,-1,5780.0,12006.0,15736.0,6621.0,2457.0,14923.0,12006.0,5736.0,6621.0,2457.0,14923.0,1712.0,0
568,360000.0,1,1,2,28,-1,-1,-1,-1,-1,-1,7071.0,401.0,3545.0,10540.0,10132.0,6220.0,1510.0,3575.0,10573.0,10155.0,6240.0,16071.0,0
582,90000.0,1,2,2,33,-1,0,0,0,0,0,35785.0,29155.0,27485.0,29266.0,35598.0,38449.0,15155.0,5485.0,5263.0,8598.0,5449.0,6537.0,0
583,160000.0,1,1,2,26,-1,-1,-1,-1,-1,-1,1433.0,3746.0,30258.0,1036.0,21572.0,9528.0,3757.0,30348.0,1044.0,21636.0,9556.0,6066.0,0
584,80000.0,2,3,2,53,0,0,0,0,0,0,77766.0,77954.0,78512.0,60452.0,61556.0,54022.0,4000.0,2374.0,2007.0,2500.0,3000.0,2000.0,0
590,260000.0,2,2,1,31,-1,-1,0,0,-1,-1,5841.0,23194.0,62361.0,67057.0,17024.0,18659.0,23194.0,50000.0,11500.0,17024.0,18659.0,38923.0,0
596,200000.0,1,1,1,43,0,0,0,0,0,0,144678.0,140804.0,136437.0,135253.0,134629.0,134309.0,5090.0,5014.0,5009.0,4844.0,5002.0,4902.0,0
604,140000.0,2,2,2,28,2,2,2,0,0,2,26450.0,28823.0,28171.0,28740.0,30454.0,29930.0,3007.0,0.0,924.0,2070.0,0.0,3000.0,0
614,40000.0,1,2,2,23,2,2,0,0,0,0,36650.0,29541.0,26190.0,26710.0,27274.0,29551.0,0.0,1435.0,955.0,993.0,2734.0,0.0,0
628,230000.0,1,1,1,39,-1,-1,-1,-1,-1,-1,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,0
632,50000.0,2,2,2,23,0,0,0,0,0,2,26795.0,28056.0,29284.0,30487.0,33831.0,33138.0,2000.0,2000.0,2000.0,4000.0,0.0,2000.0,0
636,20000.0,2,3,1,44,-1,-1,-1,-1,-1,-2,550.0,228.0,0.0,228.0,0.0,0.0,228.0,0.0,228.0,0.0,0.0,0.0,0
638,50000.0,1,2,1,41,0,0,0,0,0,0,21986.0,21520.0,20979.0,19894.0,18811.0,18805.0,1362.0,1294.0,682.0,680.0,694.0,618.0,0
643,210000.0,2,2,2,32,0,0,0,0,0,0,46255.0,50486.0,54019.0,58091.0,61630.0,65576.0,5000.0,5000.0,5000.0,4500.0,5000.0,5000.0,0
654,450000.0,2,1,1,42,1,-2,-2,-1,-1,-2,-200.0,-200.0,0.0,42000.0,0.0,0.0,0.0,200.0,42000.0,0.0,0.0,0.0,1
655,10000.0,1,2,2,33,0,0,0,0,0,0,8177.0,9131.0,9669.0,7624.0,8049.0,6857.0,2500.0,1145.0,1000.0,1000.0,1000.0,1500.0,0
661,160000.0,2,1,1,33,-2,-2,-2,-2,-2,-2,14150.0,8106.0,12431.0,12145.0,13391.0,7957.0,8106.0,12431.0,12145.0,13391.0,7957.0,1905.0,0
669,100000.0,2,3,1,35,1,2,2,2,2,2,97002.0,102698.0,97997.0,103384.0,97266.0,101492.0,8200.0,0.0,8000.0,0.0,8600.0,0.0,0
671,30000.0,2,2,2,34,2,-1,2,2,2,2,99568.0,32326.0,31840.0,37075.0,37662.0,36904.0,33000.0,33000.0,5810.0,1325.0,0.0,3095.0,0
685,320000.0,1,1,1,40,0,0,0,0,0,0,247276.0,241167.0,238196.0,231580.0,229683.0,235837.0,10000.0,10000.0,10000.0,19000.0,13000.0,8000.0,0
687,20000.0,2,3,1,41,-1,-1,-1,0,0,0,780.0,0.0,732.0,642.0,1252.0,643.0,0.0,732.0,300.0,1000.0,500.0,1000.0,1
690,80000.0,1,2,2,32,0,0,0,0,0,0,51372.0,51872.0,47593.0,43882.0,42256.0,42527.0,1853.0,1700.0,1522.0,1548.0,1488.0,1500.0,0
695,320000.0,1,2,1,37,-2,-2,-2,-2,-2,-2,43528.0,498.0,429.0,14257.0,5417.0,2967.0,500.0,431.0,14328.0,5439.0,2980.0,5028.0,0
701,400000.0,2,2,2,40,-2,-2,-2,-2,-1,-1,0.0,8235.0,0.0,0.0,1524.0,0.0,8235.0,0.0,0.0,1524.0,0.0,385.0,0
712,30000.0,2,2,1,42,0,0,0,0,0,0,47912.0,25023.0,25768.0,26410.0,27960.0,46254.0,1755.0,1500.0,1000.0,1909.0,1000.0,2000.0,0
718,70000.0,2,2,1,33,0,0,0,0,0,0,69418.0,68943.0,38783.0,3758.0,1261.0,0.0,2382.0,2025.0,1000.0,25.0,0.0,1651.0,1
723,180000.0,2,1,2,27,1,-1,-1,-1,-1,-1,0.0,3338.0,3333.0,3333.0,3333.0,3333.0,3338.0,3333.0,3333.0,3333.0,3333.0,3333.0,0
725,80000.0,2,2,2,34,0,0,0,2,2,2,25935.0,27210.0,28783.0,30003.0,29385.0,31401.0,2000.0,2338.0,2000.0,0.0,2500.0,0.0,0
733,120000.0,1,1,2,34,1,2,-1,-1,-2,-2,1278.0,639.0,621.0,-18.0,-18.0,-18.0,0.0,621.0,0.0,0.0,0.0,0.0,0
735,110000.0,1,2,1,57,0,0,0,0,0,0,46132.0,41050.0,40091.0,40659.0,38529.0,30900.0,2306.0,2111.0,3009.0,1725.0,1500.0,0.0,0
740,80000.0,2,2,2,25,2,0,0,2,0,0,17330.0,19258.0,23416.0,22768.0,23243.0,23718.0,3000.0,4790.0,0.0,816.0,833.0,2000.0,1
748,300000.0,2,3,1,34,0,0,0,0,0,0,280823.0,275303.0,271952.0,193403.0,187562.0,191069.0,11000.0,12000.0,7200.0,6500.0,6173.0,5500.0,1
758,230000.0,2,2,1,30,2,0,-1,-1,-1,-1,9636.0,10152.0,1817.0,-828.0,6153.0,12663.0,1222.0,1837.0,0.0,7863.0,12675.0,2959.0,1
762,140000.0,2,2,2,24,-1,-1,-2,-1,-1,-2,197.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0
793,410000.0,1,1,2,32,-1,-1,-1,-2,-2,-2,5335.0,5369.0,-281.0,-281.0,-281.0,-281.0,5400.0,0.0,0.0,0.0,0.0,0.0,0
814,300000.0,2,3,1,29,-1,0,0,0,0,-1,24921.0,21333.0,16212.0,11304.0,11396.0,6138.0,2000.0,3000.0,0.0,5000.0,6202.0,0.0,0
832,20000.0,2,3,1,24,8,7,6,5,4,3,24310.0,23987.0,23353.0,22719.0,21796.0,21162.0,0.0,0.0,0.0,0.0,0.0,0.0,0
833,470000.0,2,2,1,27,0,0,0,0,-1,0,152478.0,62084.0,54551.0,14363.0,97440.0,90717.0,3001.0,4005.0,2021.0,97441.0,5001.0,5001.0,1
843,30000.0,2,2,1,32,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,7463.0,6804.0,0.0,0.0,0.0,7463.0,6804.0,4985.0,0
846,490000.0,2,1,1,38,-1,-1,-1,-1,-1,0,4290.0,4738.0,2803.0,6027.0,10722.0,8452.0,4738.0,2803.0,6027.0,10722.0,6000.0,1139.0,0
849,150000.0,1,3,1,37,4,4,4,3,2,0,151117.0,153787.0,150320.0,147989.0,143355.0,143131.0,6500.0,0.0,512.0,0.0,4388.0,4221.0,1
856,30000.0,2,2,2,25,-2,-2,-2,-2,-2,-2,26957.0,26269.0,17036.0,27497.0,16098.0,7300.0,1333.0,2256.0,27497.0,787.0,200.0,0.0,0
857,40000.0,2,1,2,29,0,0,2,2,2,2,26461.0,29425.0,30145.0,29361.0,33893.0,34487.0,3400.0,1500.0,0.0,5000.0,1300.0,0.0,1
865,200000.0,1,1,2,32,0,0,0,0,0,0,43515.0,44557.0,45574.0,49022.0,47459.0,49666.0,1739.0,1756.0,2662.0,1726.0,3000.0,2500.0,0
867,180000.0,2,2,2,35,0,0,0,-2,-2,-2,119333.0,123150.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0
868,100000.0,1,1,2,35,0,0,-2,-2,-2,-2,29109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47970.0,0
874,180000.0,1,1,1,45,-1,-1,-1,-1,-1,-1,4453.0,3310.0,7226.0,5060.0,2832.0,1890.0,3310.0,7228.0,5060.0,2832.0,1890.0,2576.0,0
885,50000.0,1,3,2,55,0,0,0,0,0,0,51737.0,27121.0,28103.0,28814.0,29261.0,29878.0,2930.0,1447.0,1158.0,1041.0,1082.0,994.0,1
888,180000.0,2,2,1,30,-1,-1,-1,-1,-1,-1,2488.0,13476.0,3173.0,13202.0,6594.0,2549.0,13476.0,3173.0,13212.0,6594.0,2549.0,1000.0,0
889,90000.0,2,2,2,24,0,0,0,0,0,2,24401.0,22771.0,19461.0,16181.0,14669.0,14422.0,1454.0,1384.0,407.0,673.0,0.0,102.0,0
910,360000.0,2,1,2,27,0,-1,0,-1,-1,-1,79837.0,27456.0,68117.0,39105.0,54456.0,46153.0,27465.0,50154.0,39105.0,54456.0,46153.0,40000.0,0
912,500000.0,1,1,2,32,-1,0,0,0,0,0,386405.0,387910.0,293177.0,274539.0,253443.0,253671.0,25016.0,20018.0,10000.0,79377.0,52778.0,10000.0,0
913,140000.0,2,3,1,46,0,0,0,0,0,0,68075.0,69972.0,71805.0,73613.0,75426.0,77169.0,3000.0,3000.0,3000.0,3000.0,3000.0,5000.0,0
927,20000.0,1,2,1,46,0,0,0,0,0,0,5902.0,6767.0,8145.0,8153.0,8324.0,8490.0,1122.0,1500.0,291.0,302.0,304.0,319.0,0
929,180000.0,2,1,2,36,-2,-2,-2,-2,-2,-2,10737.0,21197.0,11936.0,40420.0,9210.0,17795.0,21197.0,11936.0,40420.0,9210.0,17795.0,6915.0,0
934,30000.0,1,2,2,32,2,0,0,2,2,2,7851.0,9065.0,11595.0,11112.0,12923.0,12566.0,1500.0,3000.0,0.0,2000.0,0.0,1000.0,1
944,80000.0,2,2,2,24,2,2,5,5,4,3,1200.0,1200.0,1200.0,1200.0,600.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,1
953,500000.0,2,3,2,42,-2,-1,-1,0,0,0,10889.0,26146.0,104279.0,103945.0,101945.0,90193.0,29987.0,104279.0,2085.0,1130.0,45551.0,0.0,0
954,180000.0,1,2,2,39,-1,-1,-1,-1,-1,0,3135.0,2822.0,1938.0,5818.0,2628.0,2628.0,2833.0,2015.0,5818.0,2628.0,0.0,0.0,0
959,350000.0,1,1,2,35,-1,-1,-1,0,0,0,4439.0,33720.0,14283.0,16426.0,10833.0,2261.0,33891.0,16267.0,4027.0,234.0,1565.0,26346.0,0
961,380000.0,1,1,2,43,1,2,2,-2,-2,-2,8201.0,7882.0,-2.0,-2.0,-2.0,-2.0,39.0,0.0,0.0,0.0,0.0,0.0,1
970,180000.0,2,2,1,32,0,0,0,0,-1,-1,74189.0,30670.0,6428.0,4618.0,2708.0,54024.0,2000.0,1000.0,0.0,2708.0,54024.0,2000.0,0
971,300000.0,1,1,1,42,-1,0,0,-1,0,0,11973.0,61834.0,25145.0,37666.0,19453.0,10492.0,20979.0,5000.0,37676.0,8808.0,2000.0,2709.0,1
