ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
207,100000.0,1,1,1,47,-1,-1,-1,-1,-1,-1,390.0,1473.0,390.0,390.0,390.0,0.0,1473.0,390.0,390.0,390.0,0.0,2380.0,0
210,330000.0,2,1,1,50,-1,-1,-1,-1,-2,-2,8872.0,4337.0,2854.0,1690.0,0.0,1709.0,4345.0,2854.0,1702.0,0.0,1709.0,258.0,0
215,470000.0,1,2,2,27,2,2,2,2,0,0,296573.0,303320.0,307843.0,479978.0,305145.0,309959.0,13000.0,11001.0,0.0,10484.0,10838.0,10367.0,0
223,300000.0,2,2,2,35,0,0,0,0,0,0,291619.0,297268.0,205629.0,215827.0,208464.0,212508.0,12019.0,9006.0,17000.0,12000.0,9557.0,15000.0,0
225,50000.0,2,3,2,37,1,3,2,0,0,0,52626.0,51537.0,49205.0,30394.0,30249.0,29957.0,0.0,24.0,1500.0,1000.0,1201.0,30592.0,1
234,190000.0,1,2,2,34,2,0,0,0,2,2,129801.0,131383.0,134379.0,142323.0,140120.0,150052.0,5000.0,5000.0,10000.0,0.0,12118.0,2769.0,1
239,240000.0,2,3,1,50,0,0,0,0,0,0,234205.0,231669.0,214642.0,207642.0,210375.0,214694.0,10116.0,9150.0,8008.0,8000.0,8009.0,7714.0,1
244,180000.0,2,1,2,32,-1,-1,2,2,-1,-1,3139.0,5853.0,2821.0,0.0,2821.0,0.0,2821.0,0.0,0.0,2821.0,0.0,176.0,0
246,20000.0,2,2,2,40,0,0,0,0,0,-2,19816.0,20396.0,20102.0,19575.0,0.0,0.0,1601.0,2203.0,2114.0,0.0,0.0,0.0,0
250,50000.0,1,3,1,46,0,0,0,0,0,0,35713.0,15392.0,16099.0,16418.0,16765.0,17484.0,1561.0,1268.0,587.0,611.0,1000.0,2000.0,0
255,400000.0,2,2,2,29,-1,0,-1,-1,-1,-1,19532.0,3719.0,1453.0,4944.0,1896.0,2486.0,3127.0,1469.0,4968.0,1905.0,2494.0,862.0,0
270,50000.0,1,2,2,27,3,2,2,0,0,-1,13694.0,14880.0,14242.0,13968.0,14319.0,2614.0,1700.0,0.0,426.0,501.0,2614.0,1390.0,1
284,100000.0,2,1,2,28,0,0,0,0,0,0,53494.0,52656.0,52600.0,52336.0,55831.0,56265.0,4173.0,3000.0,2025.0,5000.0,3000.0,3000.0,0
288,440000.0,2,2,1,46,0,0,0,0,0,0,180641.0,181557.0,149944.0,113135.0,105280.0,97622.0,8610.0,6907.0,3727.0,3800.0,4001.0,2701.0,0
302,440000.0,2,1,2,36,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162000.0,0.0,0
311,400000.0,2,2,1,38,-1,0,-1,-1,0,-1,3697.0,3600.0,1354.0,5322.0,5103.0,2077.0,1000.0,1354.0,5322.0,6.0,2386.0,9085.0,0
319,50000.0,2,3,1,46,3,2,2,0,0,0,48522.0,50955.0,29516.0,29742.0,29898.0,24883.0,3754.0,1.0,1070.0,1030.0,863.0,654.0,0
322,340000.0,2,1,2,27,0,0,0,0,0,0,172180.0,180140.0,166281.0,155628.0,145645.0,103263.0,21105.0,5461.0,5000.0,5849.0,2732.0,50000.0,0
323,50000.0,1,2,2,24,-1,0,0,0,0,0,1399.0,2441.0,3865.0,7476.0,8384.0,8085.0,1070.0,1500.0,3666.0,2477.0,1306.0,1000.0,0
325,360000.0,2,2,2,32,0,0,0,0,0,0,93029.0,94054.0,91834.0,95631.0,100123.0,100738.0,10000.0,7000.0,10000.0,10000.0,10000.0,10000.0,0
332,130000.0,2,2,2,40,0,0,2,0,0,0,9559.0,12394.0,11883.0,9826.0,10167.0,12685.0,3000.0,0.0,500.0,500.0,2700.0,500.0,1
333,60000.0,2,1,2,28,1,2,0,0,0,0,10540.0,10232.0,11237.0,11427.0,20973.0,31857.0,0.0,1483.0,673.0,10000.0,11540.0,7000.0,0
335,20000.0,1,1,2,27,0,0,0,0,0,0,20571.0,19089.0,19658.0,19453.0,19108.0,18868.0,1323.0,1600.0,830.0,700.0,674.0,376.0,0
343,200000.0,2,1,2,29,-1,2,-1,-1,-1,2,2393.0,183.0,4847.0,20183.0,24815.0,24248.0,0.0,4872.0,20183.0,5000.0,0.0,1000.0,0
354,80000.0,2,2,2,43,0,0,0,0,0,0,77057.0,78102.0,58501.0,51042.0,19036.0,19414.0,3177.0,2600.0,3000.0,1691.0,695.0,882.0,0
370,20000.0,2,2,1,32,3,2,0,0,0,0,20631.0,20010.0,19703.0,11084.0,10918.0,10985.0,0.0,1168.0,384.0,390.0,632.0,616.0,1
375,180000.0,1,1,1,46,0,0,0,0,0,0,173267.0,174590.0,175233.0,106288.0,28089.0,178719.0,8100.0,5299.0,3305.0,5040.0,160719.0,7000.0,0
378,140000.0,2,1,2,28,-1,0,0,-1,-1,-1,10833.0,14446.0,7609.0,4991.0,3400.0,3745.0,14000.0,3855.0,4991.0,3600.0,5500.0,4000.0,0
391,350000.0,1,1,1,38,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
392,280000.0,2,2,1,39,1,-1,0,0,0,0,-1312.0,35918.0,37297.0,37154.0,32581.0,33316.0,38621.0,2000.0,1130.0,922.0,1011.0,5000.0,1
393,310000.0,1,2,1,44,0,0,0,0,0,0,103797.0,91989.0,87720.0,76218.0,72090.0,71620.0,4400.0,4013.0,3011.0,3000.0,3001.0,2653.0,0
398,50000.0,2,2,2,22,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,848.0,0.0,632.0,0.0,0.0,848.0,0.0,632.0,0.0,0
408,500000.0,1,1,1,37,1,2,0,0,0,0,507062.0,491956.0,430637.0,376657.0,356636.0,303510.0,325.0,15296.0,12137.0,12312.0,14113.0,10526.0,0
422,440000.0,2,1,2,29,0,0,0,0,0,0,169661.0,167199.0,158520.0,156977.0,157963.0,151936.0,8071.0,9021.0,7013.0,6013.0,6028.0,6010.0,0
427,20000.0,2,3,2,49,2,2,2,2,0,0,9551.0,12081.0,13087.0,12583.0,15327.0,16414.0,3000.0,1500.0,0.0,3123.0,1500.0,1000.0,1
430,210000.0,2,2,2,33,0,0,0,0,0,0,212601.0,177946.0,119362.0,117766.0,68791.0,66167.0,6000.0,4500.0,5000.0,3000.0,3000.0,3000.0,0
432,390000.0,2,1,2,27,0,0,0,0,0,0,304867.0,299998.0,300426.0,292869.0,292885.0,281826.0,13007.0,10612.0,10041.0,11000.0,10512.0,7000.0,1
438,110000.0,1,3,1,37,0,0,0,0,0,0,61807.0,62499.0,62162.0,60605.0,60272.0,60145.0,2300.0,2200.0,2300.0,2200.0,2300.0,2300.0,0
440,80000.0,2,1,2,23,0,0,0,0,0,0,77024.0,73281.0,57806.0,37642.0,46235.0,47110.0,3212.0,1600.0,956.0,40000.0,1800.0,1700.0,1
451,380000.0,1,1,1,51,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
454,200000.0,2,1,2,26,0,0,-2,-2,-2,-2,156786.0,179.0,1443.0,1443.0,1443.0,871.0,179.0,1443.0,1443.0,1443.0,871.0,2015.0,0
457,130000.0,1,3,2,39,1,2,2,2,2,2,71034.0,69329.0,74175.0,72383.0,77217.0,75820.0,0.0,6000.0,0.0,6000.0,0.0,6000.0,0
460,70000.0,1,2,1,48,0,0,0,0,0,-1,50927.0,39883.0,32017.0,17630.0,9730.0,6400.0,2100.0,1217.0,500.0,0.0,6400.0,4590.0,1
467,220000.0,1,1,2,38,0,0,0,0,0,0,212795.0,211043.0,212759.0,218541.0,167743.0,165300.0,8909.0,7500.0,9000.0,6729.0,6000.0,7009.0,1
475,120000.0,2,2,1,32,-1,-1,-1,-1,-1,-1,4158.0,2682.0,0.0,6440.0,0.0,5930.0,2682.0,0.0,6440.0,0.0,5930.0,5120.0,0
477,50000.0,1,1,2,44,0,0,0,0,0,0,50893.0,28527.0,29241.0,28513.0,29106.0,29638.0,1800.0,1500.0,1200.0,1203.0,1166.0,1000.0,0
483,70000.0,2,2,2,28,0,0,0,0,-1,2,41264.0,41799.0,37887.0,37876.0,6736.0,4162.0,2112.0,1200.0,758.0,6736.0,0.0,0.0,0
514,50000.0,1,2,2,23,2,2,2,2,2,2,29509.0,30741.0,31438.0,31924.0,32566.0,33081.0,2000.0,1500.0,1300.0,1300.0,1200.0,1500.0,1
518,50000.0,1,2,1,47,0,0,0,0,0,0,13917.0,16695.0,21320.0,18614.0,19003.0,19439.0,3000.0,5000.0,2000.0,618.0,679.0,500.0,0
528,620000.0,2,2,1,45,2,2,0,0,0,0,160837.0,156839.0,160440.0,163781.0,167159.0,170894.0,0.0,6200.0,6000.0,6000.0,6500.0,6000.0,1
529,360000.0,1,1,2,26,1,-2,-2,-2,-1,-1,-8.0,-8.0,-8.0,-8.0,1677.0,2600.0,0.0,0.0,0.0,1685.0,2613.0,0.0,0
531,50000.0,1,2,2,23,0,0,0,0,0,0,34549.0,18552.0,19334.0,18165.0,19322.0,19575.0,2836.0,1200.0,13000.0,1500.0,9000.0,1000.0,0
534,100000.0,2,3,1,50,2,0,0,3,3,2,53849.0,55030.0,61574.0,62470.0,61198.0,62524.0,2050.0,7500.0,2500.0,0.0,2500.0,2500.0,1
537,440000.0,2,1,2,35,0,0,0,0,0,0,330759.0,337794.0,274075.0,252584.0,216547.0,179221.0,13100.0,11000.0,10000.0,9000.0,7100.0,5500.0,0
538,120000.0,1,2,1,44,0,0,0,0,0,0,92007.0,87939.0,82094.0,59105.0,53442.0,46775.0,5417.0,2847.0,2066.0,1919.0,2200.0,0.0,0
540,110000.0,2,2,1,40,1,2,2,2,2,2,92638.0,90905.0,95768.0,97004.0,99005.0,101213.0,600.0,7300.0,3700.0,3700.0,4000.0,3800.0,0
547,220000.0,2,1,1,41,1,-2,-2,-2,-2,-2,-65.0,-65.0,-65.0,-65.0,-65.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,1
553,50000.0,1,1,1,56,0,0,0,0,0,0,50715.0,51073.0,28185.0,28842.0,30399.0,29977.0,2500.0,1500.0,1100.0,2000.0,1500.0,1017.0,1
558,110000.0,2,2,2,32,0,0,2,2,2,2,65299.0,74565.0,78516.0,79829.0,81603.0,83206.0,11000.0,5800.0,3200.0,3200.0,3100.0,3000.0,0
560,210000.0,2,3,1,53,0,0,0,0,0,0,57192.0,58472.0,59658.0,60466.0,61593.0,65163.0,2800.0,2753.0,2400.0,2255.0,4767.0,0.0,0
563,60000.0,2,2,1,42,-1,-1,-1,-1,-1,-1,631.0,2790.0,1758.0,416.0,416.0,3640.0,2790.0,1758.0,416.0,416.0,3640.0,730.0,0
565,390000.0,2,1,2,45,2,2,2,-1,2,2,834.0,155.0,-1690.0,4240.0,3346.0,2698.0,1.0,1693.0,6940.0,7.0,1230.0,3.0,0
567,90000.0,2,1,2,24,0,0,0,0,0,0,13141.0,14526.0,15482.0,18219.0,22737.0,23387.0,1600.0,1500.0,3000.0,5000.0,1020.0,764.0,1
569,50000.0,1,3,2,26,0,0,0,0,0,0,35429.0,30626.0,30241.0,20284.0,19166.0,19567.0,1537.0,1947.0,800.0,1000.0,718.0,683.0,0
589,130000.0,2,2,2,29,0,0,0,0,0,0,131575.0,130931.0,132969.0,45584.0,46516.0,47455.0,6700.0,6000.0,1291.0,1319.0,1336.0,1365.0,0
592,160000.0,1,1,2,34,0,0,0,0,0,0,83255.0,83912.0,85161.0,85715.0,86773.0,87526.0,4000.0,3924.0,3200.0,3300.0,3425.0,3013.0,0
593,50000.0,1,1,1,35,0,0,0,0,0,0,34976.0,6018.0,13930.0,7106.0,6020.0,9011.0,1127.0,1074.0,215.0,249.0,4383.0,172.0,0
595,110000.0,1,3,2,46,0,0,0,0,0,0,56700.0,57875.0,59044.0,59756.0,61004.0,62213.0,2681.0,2724.0,2287.0,2362.0,2374.0,2454.0,0
600,300000.0,2,2,1,36,-1,-1,2,0,-1,-1,-475.0,5191.0,4606.0,2303.0,2768.0,65373.0,10000.0,0.0,0.0,2768.0,65373.0,10780.0,1
606,50000.0,1,1,2,34,1,2,2,2,2,2,22746.0,22099.0,24121.0,23437.0,25101.0,24549.0,0.0,2700.0,0.0,2200.0,0.0,1030.0,0
613,50000.0,1,2,1,37,0,0,0,0,0,0,48226.0,48727.0,46228.0,46755.0,43686.0,44573.0,2000.0,1684.0,1601.0,2000.0,2000.0,2000.0,0
615,190000.0,2,2,1,37,1,2,2,2,2,2,115049.0,117856.0,119570.0,116284.0,123528.0,125478.0,6000.0,5000.0,0.0,9000.0,4000.0,5000.0,0
616,150000.0,1,1,2,33,0,0,0,0,0,0,21724.0,23168.0,23320.0,24085.0,24149.0,3323.0,2100.0,1200.0,965.0,64.0,509.0,8399.0,0
617,200000.0,2,1,1,37,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,595.0,0.0,2370.0,0
619,60000.0,1,1,2,25,0,0,0,0,0,0,58839.0,53235.0,38533.0,39639.0,39619.0,39140.0,2018.0,1900.0,2000.0,1500.0,1900.0,2000.0,0
627,70000.0,1,1,1,46,0,0,0,0,0,0,60040.0,55274.0,51766.0,51757.0,50013.0,49946.0,2600.0,1800.0,2000.0,3140.0,2000.0,1800.0,0
635,110000.0,1,3,1,56,0,0,0,0,0,0,46486.0,35758.0,34323.0,30452.0,22628.0,23468.0,4086.0,1428.0,1318.0,2171.0,3198.0,4976.0,0
639,400000.0,2,1,2,40,-1,-1,-1,-1,-1,0,60125.0,1981.0,4521.0,20472.0,76933.0,173599.0,1981.0,4521.0,20500.0,77000.0,100000.0,7700.0,0
641,280000.0,1,2,1,42,0,0,0,0,0,0,148363.0,148432.0,151310.0,141937.0,144990.0,147911.0,6900.0,6867.0,5500.0,5500.0,5500.0,5600.0,0
642,130000.0,2,3,1,28,0,0,0,0,-2,-2,100143.0,50456.0,50000.0,0.0,0.0,0.0,2500.0,1000.0,0.0,0.0,0.0,0.0,0
650,20000.0,2,2,2,46,8,7,6,5,4,3,21075.0,20795.0,20206.0,19617.0,18737.0,18148.0,0.0,0.0,0.0,0.0,0.0,0.0,0
674,30000.0,1,2,2,25,2,2,7,7,7,6,2400.0,2400.0,2400.0,2400.0,2400.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,1
675,320000.0,2,1,1,41,0,0,0,0,0,0,97797.0,99672.0,101953.0,102284.0,104090.0,105859.0,4520.0,5050.0,3590.0,3700.0,3750.0,3510.0,0
676,90000.0,1,3,2,42,2,2,2,2,2,2,64762.0,63164.0,32789.0,31641.0,29240.0,28306.0,0.0,2900.0,0.0,2500.0,0.0,1300.0,1
678,200000.0,1,1,2,28,0,0,0,0,0,0,71989.0,122129.0,147936.0,149573.0,152574.0,156323.0,52129.0,30000.0,6000.0,6000.0,7000.0,10000.0,0
679,300000.0,2,2,2,31,-1,-1,-1,-1,0,-1,3345.0,1083.0,4339.0,7423.0,4059.0,2508.0,1087.0,4355.0,7423.0,0.0,2508.0,4141.0,0
680,30000.0,2,1,2,56,-1,0,0,-2,-2,-2,29033.0,17013.0,7024.0,7024.0,7024.0,7024.0,1283.0,7024.0,7024.0,7024.0,7024.0,7024.0,0
684,310000.0,2,2,2,28,0,0,0,0,0,0,106468.0,108955.0,112374.0,54762.0,58189.0,57170.0,8000.0,6000.0,5000.0,5000.0,4000.0,5000.0,0
686,360000.0,1,1,1,47,-1,-1,-1,0,-1,-1,1548.0,-32.0,177639.0,174397.0,4852.0,4125.0,0.0,177671.0,3508.0,4876.0,4188.0,10007.0,0
688,170000.0,2,2,2,27,0,0,0,0,0,0,162671.0,166202.0,161973.0,167201.0,161327.0,171863.0,7500.0,6000.0,10000.0,7000.0,16000.0,6200.0,0
702,200000.0,2,1,1,27,-1,-1,-1,-1,-1,-1,5780.0,105.0,105.0,0.0,7384.0,8588.0,105.0,105.0,0.0,7384.0,8588.0,1304.0,0
703,10000.0,2,3,2,22,0,0,0,0,-2,-2,8109.0,9778.0,8259.0,0.0,0.0,0.0,2000.0,1036.0,0.0,0.0,0.0,0.0,1
728,450000.0,1,2,2,33,-2,-2,-2,-2,-2,-2,-14.0,2568.0,-387.0,-387.0,-387.0,113.0,2582.0,0.0,0.0,0.0,500.0,2515.0,0
734,160000.0,2,1,1,37,-1,-1,-1,-1,-1,-1,316.0,316.0,0.0,316.0,632.0,0.0,316.0,0.0,316.0,632.0,0.0,316.0,0
736,70000.0,2,3,1,50,-2,-2,-1,0,0,0,27345.0,-1041.0,17571.0,17920.0,18296.0,18659.0,1041.0,18862.0,640.0,663.0,666.0,690.0,0
750,50000.0,2,2,2,25,8,7,6,5,4,3,37647.0,37102.0,36238.0,36374.0,35229.0,34365.0,0.0,0.0,1000.0,0.0,0.0,3000.0,1
752,90000.0,2,1,2,25,2,0,0,0,0,-1,84710.0,87334.0,87862.0,18889.0,-783.0,73568.0,4000.0,3258.0,1000.0,0.0,77500.0,0.0,0
761,50000.0,2,2,2,52,1,2,0,0,0,2,43343.0,43360.0,23417.0,21969.0,21179.0,18711.0,1300.0,1400.0,920.0,1700.0,0.0,900.0,1
768,210000.0,2,1,2,28,-1,-1,-1,0,0,0,11442.0,3738.0,7526.0,10217.0,11737.0,8114.0,3738.0,7526.0,5000.0,5000.0,162.0,27760.0,0
770,200000.0,2,1,1,35,-2,-2,-2,-2,-2,-2,2257.0,4261.0,1265.0,2473.0,0.0,0.0,4266.0,1667.0,2473.0,0.0,0.0,0.0,0
774,120000.0,2,2,1,32,0,0,0,0,0,0,113869.0,116110.0,111978.0,112822.0,114969.0,117949.0,5498.0,5500.0,4000.0,4300.0,5012.0,4003.0,0
778,20000.0,1,2,2,26,-1,-1,-1,-1,-2,-1,1438.0,1261.0,451.0,-810.0,-420.0,1320.0,1261.0,451.0,0.0,780.0,2130.0,0.0,0
782,50000.0,1,2,1,27,-1,-1,2,-1,-1,-1,819.0,3003.0,1677.0,1177.0,1313.0,1085.0,2184.0,5.0,1180.0,1316.0,1088.0,0.0,0
783,100000.0,2,1,2,28,2,2,2,2,2,2,79580.0,81493.0,82759.0,83609.0,85325.0,87096.0,3790.0,3200.0,3100.0,3200.0,3332.0,3280.0,1
786,500000.0,2,1,2,26,1,-2,-2,-2,-2,-2,31421.0,22150.0,0.0,0.0,0.0,0.0,22157.0,0.0,0.0,0.0,0.0,0.0,0
787,370000.0,2,1,2,38,-1,-1,-1,-1,-1,-1,929.0,328.0,0.0,1539.0,1815.0,0.0,328.0,0.0,1539.0,1815.0,0.0,0.0,0
795,50000.0,2,1,1,34,0,0,0,0,0,0,46750.0,48317.0,48282.0,18299.0,19323.0,20329.0,2320.0,1282.0,3299.0,1323.0,1329.0,1114.0,0
800,210000.0,2,2,1,35,0,0,0,0,0,0,37148.0,35754.0,34232.0,32331.0,30337.0,28012.0,2000.0,2000.0,2444.0,1342.0,1038.0,2000.0,0
801,400000.0,1,1,2,37,-1,-1,-1,-1,-2,-1,385.0,12695.0,1290.0,0.0,0.0,3058.0,13032.0,1290.0,0.0,0.0,3058.0,3768.0,0
804,230000.0,2,1,2,28,-1,-1,-1,-2,-2,-2,6666.0,6666.0,0.0,0.0,0.0,0.0,6666.0,0.0,0.0,0.0,0.0,0.0,0
805,220000.0,1,2,2,29,0,0,0,-2,-2,-2,31037.0,6244.0,0.0,0.0,0.0,0.0,3050.0,0.0,0.0,0.0,0.0,0.0,0
819,150000.0,2,2,1,45,-1,-1,-1,-1,-1,-1,2605.0,2605.0,4590.0,2605.0,2605.0,3795.0,2605.0,4590.0,2605.0,2605.0,3795.0,10675.0,0
837,80000.0,2,2,2,23,2,2,2,2,2,2,22895.0,23837.0,24253.0,24562.0,25126.0,25476.0,1600.0,1100.0,1000.0,1100.0,906.0,0.0,0
847,300000.0,2,2,1,34,-2,-2,-2,-2,-2,-2,205064.0,-86.0,-86.0,2014.0,-185.0,1815.0,0.0,0.0,2100.0,0.0,2000.0,5000.0,0
853,50000.0,1,1,1,37,0,0,-2,-2,-2,-2,30400.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0
859,130000.0,1,2,2,29,0,0,0,0,0,0,131041.0,133698.0,131990.0,127512.0,128683.0,129669.0,7000.0,5151.0,4464.0,5000.0,4702.0,8000.0,0
863,30000.0,2,3,2,52,2,2,7,7,7,7,2450.0,2450.0,2450.0,2450.0,2450.0,2450.0,0.0,0.0,0.0,0.0,0.0,0.0,1
864,10000.0,2,2,1,31,0,0,0,0,0,0,15915.0,9050.0,9901.0,9975.0,9736.0,8703.0,2330.0,2200.0,1000.0,333.0,311.0,322.0,0
873,500000.0,2,3,1,38,-2,-2,-2,-2,-2,-2,13655.0,8351.0,2340.0,2340.0,11435.0,189.0,8351.0,2340.0,2340.0,11435.0,189.0,5391.0,0
879,50000.0,2,2,1,43,0,0,0,-1,0,0,23587.0,24580.0,20165.0,10732.0,10566.0,10757.0,1800.0,1775.0,10732.0,384.0,757.0,501.0,0
882,210000.0,2,2,1,49,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
893,80000.0,2,2,1,32,0,0,0,0,0,-2,28408.0,25695.0,11553.0,2350.0,0.0,0.0,1259.0,1035.0,1600.0,0.0,0.0,0.0,0
900,200000.0,1,1,1,36,-1,-1,0,-1,-1,-1,3877.0,11496.0,5935.0,295.0,1867.0,0.0,11496.0,1011.0,297.0,2923.0,0.0,0.0,0
902,140000.0,2,1,1,36,-1,-1,-2,-1,0,0,4036.0,0.0,0.0,2971.0,1607.0,0.0,0.0,0.0,2971.0,0.0,0.0,0.0,0
903,220000.0,1,2,2,25,0,0,0,0,0,0,168286.0,155893.0,119575.0,51317.0,51926.0,34608.0,10000.0,3900.0,1000.0,1000.0,2000.0,2000.0,0
904,100000.0,1,3,1,50,0,0,-2,-2,-2,-2,154970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
905,80000.0,2,2,2,40,2,0,0,0,2,2,57364.0,58637.0,59863.0,62860.0,63976.0,63293.0,2200.0,2200.0,4000.0,1777.0,0.0,2000.0,0
908,120000.0,2,2,2,26,0,0,0,0,0,0,22431.0,12399.0,4199.0,3059.0,674.0,0.0,1500.0,1000.0,682.0,0.0,0.0,738.0,0
915,70000.0,1,3,1,30,0,0,0,0,0,0,19882.0,20611.0,21859.0,22445.0,22935.0,23404.0,1352.0,1600.0,949.0,1000.0,1000.0,1000.0,0
